DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
29.08.2021,29.08.2021 14:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2035
29.08.2021,29.08.2021 14:28,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2629
29.08.2021,29.08.2021 14:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2064
29.08.2021,29.08.2021 14:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
29.08.2021,29.08.2021 14:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2632
29.08.2021,29.08.2021 14:36,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
29.08.2021,29.08.2021 14:36,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2092
29.08.2021,29.08.2021 14:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2115
29.08.2021,29.08.2021 14:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2092
29.08.2021,29.08.2021 14:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2069
29.08.2021,29.08.2021 14:45,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
29.08.2021,29.08.2021 14:46,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2075
29.08.2021,29.08.2021 14:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
29.08.2021,29.08.2021 14:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
29.08.2021,29.08.2021 14:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2121
29.08.2021,29.08.2021 14:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
29.08.2021,29.08.2021 14:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2075
29.08.2021,29.08.2021 14:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,266
29.08.2021,29.08.2021 14:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2632
29.08.2021,29.08.2021 14:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
29.08.2021,29.08.2021 15:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
29.08.2021,29.08.2021 15:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2632
29.08.2021,29.08.2021 15:15,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2655
29.08.2021,29.08.2021 15:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2121
29.08.2021,29.08.2021 15:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2677
29.08.2021,29.08.2021 15:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2144
29.08.2021,29.08.2021 15:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2121
29.08.2021,29.08.2021 15:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,27
29.08.2021,29.08.2021 15:29,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 15:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2095
29.08.2021,29.08.2021 15:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2118
29.08.2021,29.08.2021 15:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2697
29.08.2021,29.08.2021 15:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2095
29.08.2021,29.08.2021 15:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 15:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2072
29.08.2021,29.08.2021 15:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2098
29.08.2021,29.08.2021 15:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
29.08.2021,29.08.2021 15:45,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2121
29.08.2021,29.08.2021 15:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 15:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2095
29.08.2021,29.08.2021 15:53,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2697
29.08.2021,29.08.2021 15:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2072
29.08.2021,29.08.2021 15:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2049
29.08.2021,29.08.2021 15:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2027
29.08.2021,29.08.2021 15:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2001
29.08.2021,29.08.2021 16:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1978
29.08.2021,29.08.2021 16:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1955
29.08.2021,29.08.2021 16:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1927
29.08.2021,29.08.2021 16:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1904
29.08.2021,29.08.2021 16:05,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1881
29.08.2021,29.08.2021 16:06,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 16:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1858
29.08.2021,29.08.2021 16:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1835
29.08.2021,29.08.2021 16:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1858
29.08.2021,29.08.2021 16:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1835
29.08.2021,29.08.2021 16:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1813
29.08.2021,29.08.2021 16:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2697
29.08.2021,29.08.2021 16:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,179
29.08.2021,29.08.2021 16:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1767
29.08.2021,29.08.2021 16:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1744
29.08.2021,29.08.2021 16:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 16:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,272
29.08.2021,29.08.2021 16:36,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2697
29.08.2021,29.08.2021 16:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1698
29.08.2021,29.08.2021 16:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 16:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2675
29.08.2021,29.08.2021 16:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2652
29.08.2021,29.08.2021 16:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 16:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1698
29.08.2021,29.08.2021 17:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 17:05,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1744
29.08.2021,29.08.2021 17:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2649
29.08.2021,29.08.2021 17:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1767
29.08.2021,29.08.2021 17:14,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1744
29.08.2021,29.08.2021 17:14,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2672
29.08.2021,29.08.2021 17:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 17:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2695
29.08.2021,29.08.2021 17:21,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2672
29.08.2021,29.08.2021 17:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1696
29.08.2021,29.08.2021 17:27,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
29.08.2021,29.08.2021 17:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 17:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 17:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2623
29.08.2021,29.08.2021 17:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 17:36,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1693
29.08.2021,29.08.2021 17:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 17:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 17:42,Atlantis waterpark,HVAC KN2,Extract temp,C,S,26
29.08.2021,29.08.2021 17:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 17:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2626
29.08.2021,29.08.2021 17:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2603
29.08.2021,29.08.2021 17:47,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 17:56,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1764
29.08.2021,29.08.2021 17:58,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
29.08.2021,29.08.2021 18:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1787
29.08.2021,29.08.2021 18:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,181
29.08.2021,29.08.2021 18:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1787
29.08.2021,29.08.2021 18:19,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1764
29.08.2021,29.08.2021 18:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 18:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 18:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 18:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
29.08.2021,29.08.2021 18:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2558
29.08.2021,29.08.2021 18:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
29.08.2021,29.08.2021 18:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,258
29.08.2021,29.08.2021 19:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2606
29.08.2021,29.08.2021 19:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2583
29.08.2021,29.08.2021 19:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1721
29.08.2021,29.08.2021 19:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2606
29.08.2021,29.08.2021 19:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1701
29.08.2021,29.08.2021 19:22,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2583
29.08.2021,29.08.2021 19:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2606
29.08.2021,29.08.2021 19:42,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2583
29.08.2021,29.08.2021 19:52,Atlantis waterpark,HVAC KN2,Extract temp,C,S,256
29.08.2021,29.08.2021 20:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1678
29.08.2021,29.08.2021 20:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,254
29.08.2021,29.08.2021 20:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,165
29.08.2021,29.08.2021 20:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1627
29.08.2021,29.08.2021 20:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1604
29.08.2021,29.08.2021 20:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1584
29.08.2021,29.08.2021 20:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
29.08.2021,29.08.2021 21:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1556
29.08.2021,29.08.2021 21:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,153
29.08.2021,29.08.2021 21:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1507
29.08.2021,29.08.2021 21:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1481
29.08.2021,29.08.2021 21:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1459
29.08.2021,29.08.2021 21:46,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1436
29.08.2021,29.08.2021 22:48,Atlantis waterpark,HVAC KN2,Supply temp,C,S,141
29.08.2021,29.08.2021 22:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1387
29.08.2021,29.08.2021 23:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1364
29.08.2021,29.08.2021 23:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
29.08.2021,29.08.2021 23:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
29.08.2021,29.08.2021 23:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2492
30.08.2021,30.08.2021 00:05,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1342
30.08.2021,30.08.2021 00:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
30.08.2021,30.08.2021 00:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 00:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1316
30.08.2021,30.08.2021 00:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1293
30.08.2021,30.08.2021 00:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
30.08.2021,30.08.2021 00:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 00:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
30.08.2021,30.08.2021 00:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 00:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,127
30.08.2021,30.08.2021 01:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2518
30.08.2021,30.08.2021 01:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 01:25,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1247
30.08.2021,30.08.2021 01:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,127
30.08.2021,30.08.2021 02:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1273
30.08.2021,30.08.2021 02:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 02:20,Atlantis waterpark,HVAC KN2,freq converter,%,S,80
30.08.2021,30.08.2021 02:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1247
30.08.2021,30.08.2021 03:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1225
30.08.2021,30.08.2021 03:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1247
30.08.2021,30.08.2021 03:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1222
30.08.2021,30.08.2021 03:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1245
30.08.2021,30.08.2021 03:36,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1222
30.08.2021,30.08.2021 03:56,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1199
30.08.2021,30.08.2021 04:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1176
30.08.2021,30.08.2021 04:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1196
30.08.2021,30.08.2021 04:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2469
30.08.2021,30.08.2021 04:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1222
30.08.2021,30.08.2021 04:42,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 05:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1245
30.08.2021,30.08.2021 06:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2472
30.08.2021,30.08.2021 06:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1267
30.08.2021,30.08.2021 06:19,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2495
30.08.2021,30.08.2021 06:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1245
30.08.2021,30.08.2021 06:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2472
30.08.2021,30.08.2021 06:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2449
30.08.2021,30.08.2021 07:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1267
30.08.2021,30.08.2021 07:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1245
30.08.2021,30.08.2021 07:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1267
30.08.2021,30.08.2021 07:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2426
30.08.2021,30.08.2021 07:56,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1245
30.08.2021,30.08.2021 08:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2449
30.08.2021,30.08.2021 08:08,Atlantis waterpark,HVAC KN2,Supply temp,C,S,127
30.08.2021,30.08.2021 08:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1247
30.08.2021,30.08.2021 08:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,127
30.08.2021,30.08.2021 08:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2426
30.08.2021,30.08.2021 08:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2403
30.08.2021,30.08.2021 08:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1293
30.08.2021,30.08.2021 08:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,127
30.08.2021,30.08.2021 08:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2381
30.08.2021,30.08.2021 08:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2406
30.08.2021,30.08.2021 08:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2429
30.08.2021,30.08.2021 09:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1296
30.08.2021,30.08.2021 09:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2406
30.08.2021,30.08.2021 09:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2429
30.08.2021,30.08.2021 09:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2452
30.08.2021,30.08.2021 09:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1319
30.08.2021,30.08.2021 09:22,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2429
30.08.2021,30.08.2021 09:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2403
30.08.2021,30.08.2021 09:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2378
30.08.2021,30.08.2021 09:27,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2355
30.08.2021,30.08.2021 09:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1342
30.08.2021,30.08.2021 09:29,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2332
30.08.2021,30.08.2021 09:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2309
30.08.2021,30.08.2021 09:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1364
30.08.2021,30.08.2021 09:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2286
30.08.2021,30.08.2021 09:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1342
30.08.2021,30.08.2021 09:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1364
30.08.2021,30.08.2021 09:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1342
30.08.2021,30.08.2021 09:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2264
30.08.2021,30.08.2021 09:52,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2241
30.08.2021,30.08.2021 09:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1364
30.08.2021,30.08.2021 09:56,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2218
30.08.2021,30.08.2021 09:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2241
30.08.2021,30.08.2021 10:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2264
30.08.2021,30.08.2021 10:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2286
30.08.2021,30.08.2021 10:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2315
30.08.2021,30.08.2021 10:02,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2343
30.08.2021,30.08.2021 10:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1387
30.08.2021,30.08.2021 10:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2366
30.08.2021,30.08.2021 10:05,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2389
30.08.2021,30.08.2021 10:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1413
30.08.2021,30.08.2021 10:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2412
30.08.2021,30.08.2021 10:10,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2389
30.08.2021,30.08.2021 10:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2366
30.08.2021,30.08.2021 10:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1436
30.08.2021,30.08.2021 10:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2389
30.08.2021,30.08.2021 10:21,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2415
30.08.2021,30.08.2021 10:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1459
30.08.2021,30.08.2021 10:23,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2441
30.08.2021,30.08.2021 10:25,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2463
30.08.2021,30.08.2021 10:28,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2441
30.08.2021,30.08.2021 10:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1481
30.08.2021,30.08.2021 10:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2415
30.08.2021,30.08.2021 10:37,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2392
30.08.2021,30.08.2021 10:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2363
30.08.2021,30.08.2021 10:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1504
30.08.2021,30.08.2021 10:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1527
30.08.2021,30.08.2021 10:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2386
30.08.2021,30.08.2021 10:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2412
30.08.2021,30.08.2021 10:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1553
30.08.2021,30.08.2021 10:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,153
30.08.2021,30.08.2021 10:51,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2435
30.08.2021,30.08.2021 10:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1553
30.08.2021,30.08.2021 10:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2461
30.08.2021,30.08.2021 10:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1576
30.08.2021,30.08.2021 11:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2486
30.08.2021,30.08.2021 11:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1598
30.08.2021,30.08.2021 11:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1621
30.08.2021,30.08.2021 11:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1593
30.08.2021,30.08.2021 11:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1618
30.08.2021,30.08.2021 11:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1641
30.08.2021,30.08.2021 11:21,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2509
30.08.2021,30.08.2021 11:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1618
30.08.2021,30.08.2021 11:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1641
30.08.2021,30.08.2021 11:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2538
30.08.2021,30.08.2021 11:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2515
30.08.2021,30.08.2021 11:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1664
30.08.2021,30.08.2021 11:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2538
30.08.2021,30.08.2021 11:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,169
30.08.2021,30.08.2021 11:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2563
30.08.2021,30.08.2021 11:39,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1716
30.08.2021,30.08.2021 11:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2586
30.08.2021,30.08.2021 11:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
30.08.2021,30.08.2021 11:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1718
30.08.2021,30.08.2021 11:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1741
30.08.2021,30.08.2021 11:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1764
30.08.2021,30.08.2021 11:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1787
30.08.2021,30.08.2021 11:58,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2609
30.08.2021,30.08.2021 11:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,181
30.08.2021,30.08.2021 12:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2586
30.08.2021,30.08.2021 12:08,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1833
30.08.2021,30.08.2021 12:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1855
30.08.2021,30.08.2021 12:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2563
30.08.2021,30.08.2021 12:13,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2589
30.08.2021,30.08.2021 12:17,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2612
30.08.2021,30.08.2021 12:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1878
30.08.2021,30.08.2021 12:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1901
30.08.2021,30.08.2021 12:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2635
30.08.2021,30.08.2021 12:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
30.08.2021,30.08.2021 12:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2635
30.08.2021,30.08.2021 12:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1924
30.08.2021,30.08.2021 12:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1947
30.08.2021,30.08.2021 12:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
30.08.2021,30.08.2021 12:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2677
30.08.2021,30.08.2021 12:52,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2703
30.08.2021,30.08.2021 12:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1992
30.08.2021,30.08.2021 12:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2015
30.08.2021,30.08.2021 12:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,268
30.08.2021,30.08.2021 13:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2038
30.08.2021,30.08.2021 13:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2657
