Timestamp,Battery Level,1_Active energy+,1_Active Power+,1_RSSI,2_Active Power+,2_Active Energy+,2_RSSI
2021-12-01 16:00:00+00:00,66.0,0.1541,0.13052,-49.75,0,0.0,-49.25
2021-12-01 17:00:00+00:00,66.125,0.621,1.1247,-50.5,0,0.118,-50.0
2021-12-01 18:00:00+00:00,66.125,0.0966,0.13455,-50.75,0,0.0,-51.0
2021-12-01 19:00:00+00:00,66.25,0.0391,0.0276,-51.25,0,0.0,-51.0
2021-12-01 20:00:00+00:00,66.25,0.2162,0.16732,-51.0,0,0.0,-51.0
2021-12-01 21:00:00+00:00,66.0,0.1541,0.1587,-51.0,0,0.0,-51.25
2021-12-01 22:00:00+00:00,66.25,0.0184,0.0092,-51.0,0,0.0,-51.0
2021-12-01 23:00:00+00:00,66.0,0.1035,0.07647,-51.0,0,0.0,-51.0
2021-12-02 00:00:00+00:00,66.125,0.2116,0.21275,-51.0,0,0.0,-51.0
