d,dt,ts,q
0.8746678829193115,4,2022-02-07T23:53:58.376000Z,192
0.8776924014091492,4,2022-02-07T23:54:11.284000Z,192
0.8766624927520752,4,2022-02-07T23:54:14.405000Z,192
0.8784618973731995,4,2022-02-07T23:54:19.296000Z,192
0.8794680237770081,4,2022-02-07T23:54:24.287000Z,192
0.8778278231620789,4,2022-02-07T23:54:33.299000Z,192
0.8777527809143066,4,2022-02-07T23:54:34.197000Z,192
0.8796976208686829,4,2022-02-07T23:54:48.448000Z,192
0.8793324828147888,4,2022-02-07T23:54:52.287000Z,192
